,Rk,Player,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Team,WAR,W,L,W-L%,ERA,GS,GF,CG,SHO,SV,IP,ER,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB
5,6,Ty Blach*,33,20,,,55,103,,,17,,,,18,36,,,,,,,6,,,0,SP,,COL,-0.8,3,8,.273,6.94,12,4,0,0,0,71.1,55,0,1,330,67,6.26,1.696,13.0,2.1,2.3,4.5,2.00
6,Rk,Player,Age,G,,,R,H,,,HR,,,,BB,SO,,,,,,,HBP,,,IBB,Pos,Awards,COL,WAR,W,L,W-L%,ERA,GS,GF,CG,SHO,SV,IP,ER,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB
7,7,Tyler Kinley,33,67,,,44,61,,,11,,,,33,72,,,,,,,2,,,2,CL,,COL,-0.3,6,1,.857,6.19,0,25,0,0,12,64.0,44,0,6,285,75,4.79,1.469,8.6,1.5,4.6,10.1,2.18
8,8,Victor Vodnik,24,64,,,37,72,,,7,,,,37,65,,,,,,,1,,,1,RP,,COL,0.8,5,4,.556,4.28,0,19,0,0,9,73.2,35,0,4,320,108,4.18,1.480,8.8,0.9,4.5,7.9,1.76
9,9,Justin Lawrence,29,56,,,52,73,,,9,,,,33,45,,,,,,,7,,,1,RP,,COL,-1.7,4,4,.500,6.49,0,21,0,0,2,59.2,43,0,3,279,71,5.63,1.777,11.0,1.4,5.0,6.8,1.36
10,10,Jalen Beeks*,30,45,,,29,49,,,6,,,,18,38,,,,,,,1,,,1,RP,,COL,0.2,6,4,.600,4.74,0,21,0,0,9,49.1,26,0,5,211,97,4.36,1.358,8.9,1.1,3.3,6.9,2.11
11,11,Nick Mears,27,41,,,30,47,,,2,,,,21,57,,,,,,,0,,,1,RP,,COL,-0.1,1,4,.200,5.56,0,11,0,0,0,45.1,28,0,3,203,83,2.61,1.500,9.3,0.4,4.2,11.3,2.71
12,Rk,Player,Age,G,,,R,H,,,HR,,,,BB,SO,,,,,,,HBP,,,IBB,Pos,Awards,COL,WAR,W,L,W-L%,ERA,GS,GF,CG,SHO,SV,IP,ER,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB
13,12,Peter Lambert,27,28,,,42,73,,,7,,,,29,50,,,,,,,2,,,2,,,COL,-0.5,2,5,.286,5.72,3,7,0,0,0,61.1,39,0,5,280,81,4.54,1.663,10.7,1.0,4.3,7.3,1.72
14,13,Anthony Molina,22,35,,,46,72,,,5,,,,22,41,,,,,,,2,,,1,,,COL,-0.6,1,1,.500,6.79,1,17,0,0,0,59.2,45,0,5,264,68,4.09,1.575,10.9,0.8,3.3,6.2,1.86
15,14,Jake Bird,28,35,,,21,43,,,5,,,,25,31,,,,,,,4,,,1,,,COL,0.3,2,2,.500,4.50,0,5,0,0,1,40.0,20,0,1,185,103,5.42,1.700,9.7,1.1,5.6,7.0,1.24
16,15,Tanner Gordon,26,8,,,34,53,,,10,,,,6,26,,,,,,,2,,,0,,,COL,-1.1,0,6,.000,8.65,8,0,0,0,0,34.1,33,0,0,160,54,6.14,1.718,13.9,2.6,1.6,6.8,4.33
17,16,Angel Chivilli,21,30,,,17,31,,,7,,,,10,28,,,,,,,1,,,0,,,COL,0.2,2,3,.400,4.55,0,10,0,0,1,31.2,16,0,0,133,102,5.31,1.295,8.8,2.0,2.8,8.0,2.80
18,17,Bradley Blalock,23,6,,,22,35,,,4,,,,19,20,,,,,,,1,,,0,,,COL,-0.3,1,3,.250,6.07,6,0,0,0,0,29.2,20,0,0,143,77,5.59,1.820,10.6,1.2,5.8,6.1,1.05
19,18,Noah Davis,27,9,,,15,31,,,3,,,,7,15,,,,,,,0,,,0,,,COL,-0.2,0,0,,5.75,0,2,0,0,0,20.1,13,0,0,96,81,4.64,1.869,13.7,1.3,3.1,6.6,2.14
20,19,Jeff Criswell,25,13,,,6,20,,,4,,,,9,27,,,,,,,1,,,0,,,COL,0.6,1,0,1.000,2.75,0,1,0,0,0,19.2,6,0,0,87,170,4.59,1.475,9.2,1.8,4.1,12.4,3.00
21,20,Seth Halvorsen,24,12,,,3,8,,,2,,,,2,13,,,,,,,1,,,0,,,COL,0.6,2,1,.667,1.46,0,8,0,0,2,12.1,2,1,0,46,323,3.90,0.811,5.8,1.5,1.5,9.5,6.50
22,21,Antonio Senzatela,29,3,,,10,15,,,3,,,,8,7,,,,,,,0,,,0,,,COL,0.0,0,1,.000,6.57,3,0,0,0,0,12.1,9,1,0,54,72,7.14,1.865,10.9,2.2,5.8,5.1,0.88
23,22,Luis Peralta*,23,15,,,1,7,,,0,,,,5,14,,,,,,,2,,,0,,,COL,0.8,0,0,,0.73,0,1,0,0,0,12.1,1,0,2,49,646,2.60,0.973,5.1,0.0,3.6,10.2,2.80
24,23,Josh Rogers*,29,6,,,8,15,,,1,,,,3,3,,,,,,,2,,,1,,,COL,-0.1,2,0,1.000,6.55,0,2,0,0,0,11.0,8,0,0,50,72,5.17,1.636,12.3,0.8,2.5,2.5,1.00
25,24,Jaden Hill,24,9,,,7,8,,,2,,,,4,6,,,,,,,2,,,0,,,COL,0.0,0,0,,5.06,0,2,0,0,0,10.2,6,0,1,45,94,6.17,1.125,6.8,1.7,3.4,5.1,1.50
26,25,Geoff Hartlieb,30,5,,,10,13,,,1,,,,4,7,,,,,,,0,,,1,,,COL,-0.4,0,0,,9.00,0,0,0,0,0,9.0,9,1,2,44,53,4.39,1.889,13.0,1.0,4.0,7.0,1.75
27,26,Matt Carasiti,32,7,,,10,16,,,2,,,,3,7,,,,,,,1,,,0,,,COL,-0.5,0,1,.000,10.38,0,1,0,0,0,8.2,10,0,0,43,46,5.94,2.192,16.6,2.1,3.1,7.3,2.33
28,27,GermÃ¡n MÃ¡rquez,29,1,,,3,5,,,1,,,,4,3,,,,,,,0,,,0,,,COL,0.0,0,0,,6.75,1,0,0,0,0,4.0,3,0,0,20,74,7.92,2.250,11.3,2.3,9.0,6.8,0.75
29,28,Riley Pint,26,4,,,8,5,,,2,,,,5,7,,,,,,,2,,,0,,,COL,-0.4,0,0,,21.60,0,1,0,0,0,3.1,8,0,4,22,23,13.07,3.000,13.5,5.4,13.5,18.9,1.40
30,29,John Curtiss,31,3,,,4,6,,,2,,,,0,1,,,,,,,0,,,0,,,COL,-0.2,0,0,,15.43,0,2,0,0,0,2.1,4,0,0,12,34,13.45,2.571,23.1,7.7,0.0,3.9,
31,30,Lucas Gilbreath*,28,3,,,6,7,,,1,,,,1,0,,,,,,,1,,,0,,,COL,-0.4,0,0,,54.00,0,0,0,0,0,1.0,6,0,0,12,11,22.17,8.000,63.0,9.0,9.0,0.0,0.00
32,31,Chasen Shreve*,33,1,,,0,1,,,0,,,,0,0,,,,,,,0,,,0,,,COL,0.1,0,0,,0.00,0,0,0,0,0,1.0,0,0,0,4,,3.17,1.000,9.0,0.0,0.0,0.0,
33,32,Matt Koch,33,2,,,4,3,,,1,,,,1,0,,,,,,,0,,,0,,,COL,-0.4,0,0,,81.00,0,1,0,0,1,0.1,3,0,0,5,11,51.17,12.000,81.0,27.0,27.0,0.0,0.00
34,33,Evan Justice*,25,1,,,0,0,,,0,,,,1,1,,,,,,,0,,,0,,,COL,0.0,0,0,,0.00,0,1,0,0,0,0.1,0,0,0,2,,6.17,3.000,0.0,0.0,27.0,27.0,1.00
35,,Team Totals,,162,,,929,1604,,,221,,,,563,1118,,,,,,,66,,,12,,,COL,-0.4,61,101,.377,5.48,162,162,0,0,37,1426.2,869,4,59,6322,84,4.94,1.519,10.1,1.4,3.6,7.1,1.99
